index,cluster,label
0,7,5
1,4,0
2,2,4
3,6,1
4,2,9
5,3,2
6,6,1
7,3,3
8,6,1
9,0,4
10,1,3
11,6,5
12,1,3
13,0,6
14,6,1
15,2,7
16,3,2
17,6,8
18,0,6
19,6,9
20,2,4
21,4,0
22,6,9
23,6,1
24,6,1
25,3,2
26,2,4
27,1,3
28,1,2
29,6,7
30,5,3
31,6,8
32,0,6
33,6,9
34,4,0
35,6,5
36,0,6
37,4,0
38,2,7
39,0,6
40,6,1
41,6,8
42,2,7
43,6,9
44,7,3
45,2,9
46,7,8
47,7,5
48,8,9
49,1,3
50,3,3
51,4,0
52,2,7
53,6,4
54,2,9
55,7,8
56,4,0
57,2,9
58,2,4
59,6,1
60,4,4
61,6,4
62,0,6
63,7,0
64,4,4
65,6,5
66,0,6
67,6,1
68,4,0
69,4,0
70,6,1
71,2,7
72,6,1
73,0,6
74,1,3
75,4,0
76,3,2
77,6,1
78,6,1
79,2,7
80,3,9
81,4,0
82,3,2
83,0,6
84,2,7
85,6,8
86,1,3
87,2,9
88,4,0
89,2,4
90,0,6
91,2,7
92,2,4
93,0,6
94,6,8
95,4,0
96,2,7
97,6,8
98,3,3
99,6,1
100,8,5
101,2,7
102,6,1
103,2,7
104,6,1
105,6,1
106,8,6
107,3,3
108,4,0
109,5,2
110,2,9
111,7,3
112,6,1
113,6,1
114,4,0
115,2,4
116,2,9
117,5,2
118,4,0
119,4,0
120,1,2
121,4,0
122,6,2
123,2,7
124,6,1
125,6,8
126,8,6
127,0,4
128,6,1
129,0,6
130,1,3
131,0,4
132,6,5
133,2,9
134,8,1
135,3,3
136,3,3
137,6,8
138,3,5
139,0,4
140,6,7
141,6,7
142,2,4
143,5,2
144,8,8
145,7,5
146,6,8
147,0,6
148,2,7
149,7,3
150,2,4
151,0,6
152,6,1
153,2,9
154,2,9
155,0,6
156,4,0
157,3,3
158,2,7
159,3,2
160,8,8
161,3,2
162,2,9
163,6,4
164,4,4
165,0,6
166,2,4
167,2,9
168,1,7
169,4,0
170,2,9
171,3,2
172,2,9
173,6,5
174,6,1
175,7,5
176,2,9
177,6,1
178,3,2
179,7,3
180,6,2
181,7,3
182,1,5
183,2,9
184,6,1
185,2,7
186,0,6
187,3,2
188,4,8
189,5,2
190,5,2
191,7,5
192,4,0
193,2,7
194,2,4
195,2,9
196,2,7
197,6,8
198,1,3
199,5,2
200,6,1
201,6,1
202,7,8
203,7,3
204,0,6
205,6,1
206,4,0
207,3,3
208,6,1
209,4,0
210,4,0
211,6,1
212,2,7
213,3,2
214,2,7
215,3,3
216,4,0
217,2,4
218,0,6
219,7,5
220,3,2
221,0,6
222,4,4
223,2,7
224,6,1
225,3,8
226,2,9
227,2,9
228,8,3
229,4,0
230,2,7
231,6,1
232,4,0
233,3,2
234,4,0
235,3,3
236,7,5
237,2,4
238,0,6
239,7,5
240,6,8
241,0,6
242,3,3
243,2,7
244,7,5
245,6,8
246,4,0
247,2,9
248,6,1
249,4,0
250,5,3
251,6,1
252,1,2
253,3,2
254,3,3
255,3,3
256,6,6
257,2,4
258,2,7
259,7,5
260,4,0
261,0,6
262,0,2
263,2,7
264,2,9
265,6,8
266,7,5
267,2,9
268,2,2
269,6,1
270,6,1
271,2,4
272,2,4
273,7,5
274,0,6
275,2,4
276,6,1
277,3,2
278,3,5
279,3,3
280,2,9
281,3,3
282,2,9
283,4,0
284,7,5
285,2,9
286,0,6
287,5,5
288,2,7
289,2,4
290,6,1
291,3,3
292,0,4
293,4,0
294,4,4
295,6,8
296,4,0
297,2,4
298,1,3
299,0,6
300,6,8
301,2,7
302,0,6
303,4,0
304,2,9
305,2,7
306,5,5
307,2,7
308,3,2
309,6,1
310,6,1
311,0,6
312,4,8
313,2,9
314,4,4
315,6,1
316,4,5
317,3,2
318,6,2
319,2,9
320,4,0
321,3,3
322,2,9
323,0,6
324,2,7
325,3,2
326,4,0
327,3,3
328,7,5
329,2,4
330,1,3
331,0,6
332,7,5
333,7,8
334,4,9
335,0,5
336,2,4
337,2,7
338,2,4
339,3,2
340,2,7
341,3,3
342,2,4
343,6,8
344,2,9
345,6,1
346,3,9
347,3,2
348,7,8
349,2,7
350,2,9
351,6,1
352,3,8
353,2,7
354,8,4
355,6,1
356,1,3
357,6,1
358,6,1
359,4,0
360,1,2
361,3,3
362,2,9
363,2,4
364,2,9
365,3,2
366,6,1
367,0,6
368,6,8
369,2,4
370,6,7
371,2,7
372,2,4
373,2,4
374,2,9
375,3,2
376,8,5
377,2,7
378,3,2
379,2,4
380,4,4
381,3,2
382,6,1
383,2,9
384,2,7
385,3,2
386,4,8
387,2,7
388,0,6
389,2,9
390,6,2
391,3,2
392,3,3
393,6,8
394,6,1
395,0,6
396,7,5
397,6,1
398,6,1
399,4,0
400,1,2
401,0,6
402,2,4
403,7,5
404,3,8
405,3,3
406,6,1
407,7,5
408,6,1
409,2,9
410,6,2
411,2,7
412,2,4
413,2,4
414,0,4
415,6,8
416,6,1
417,6,5
418,6,8
419,2,9
420,8,5
421,0,6
422,2,7
423,2,9
424,2,9
425,3,3
426,2,7
427,4,0
428,2,9
429,4,0
430,0,6
431,0,6
432,3,2
433,3,3
434,2,9
435,4,0
436,2,7
437,5,5
438,2,4
439,6,8
440,4,0
441,2,9
442,2,4
443,6,1
444,6,2
445,6,8
446,4,7
447,6,1
448,6,2
449,0,6
450,6,1
451,1,0
452,5,3
453,4,0
454,6,1
455,6,1
456,6,8
457,6,2
458,4,0
459,7,3
460,2,9
461,2,4
462,4,0
463,6,5
464,4,0
465,0,6
466,6,1
467,2,7
468,4,7
469,7,8
470,8,1
471,2,9
472,6,2
473,3,0
474,7,5
475,6,1
476,3,2
477,3,2
478,2,7
479,3,3
480,7,5
481,0,4
482,2,9
483,6,7
484,6,1
485,7,8
486,7,3
487,6,9
488,4,6
489,0,0
490,3,3
491,6,1
492,6,1
493,3,2
494,4,6
495,3,3
496,7,5
497,6,7
498,0,6
499,6,8
500,2,3
501,6,9
502,8,5
503,6,8
504,7,5
505,2,7
506,0,6
507,6,1
508,6,1
509,7,3
510,6,1
511,6,7
512,7,5
513,7,5
514,3,5
515,3,2
516,7,5
517,4,8
518,2,7
519,4,0
520,2,9
521,2,7
522,2,7
523,6,5
524,4,0
525,2,9
526,4,0
527,0,0
528,7,8
529,6,9
530,3,2
531,0,4
532,7,8
533,6,1
534,0,6
535,6,1
536,0,6
537,0,5
538,6,1
539,7,8
540,7,3
541,2,4
542,4,0
543,6,5
544,5,5
545,6,8
546,3,3
547,0,6
548,3,2
549,3,3
550,2,9
551,3,2
552,6,1
553,6,1
554,7,5
555,3,2
556,6,1
557,3,3
558,5,2
559,7,8
560,6,7
561,3,3
562,2,7
563,6,2
564,2,4
565,0,6
566,2,9
567,6,7
568,6,2
569,0,4
570,1,2
571,6,8
572,6,1
573,6,1
574,6,3
575,6,8
576,2,4
577,4,0
578,8,6
579,7,5
580,2,9
581,3,3
582,4,0
583,6,9
584,3,2
585,0,4
586,6,7
587,6,1
588,6,2
589,2,9
590,2,4
591,3,2
592,0,6
593,6,1
594,3,8
595,6,9
596,4,0
597,0,6
598,0,6
599,2,7
600,2,9
601,6,9
602,3,8
603,0,0
604,6,1
605,0,4
606,2,4
607,0,6
608,2,7
609,6,1
610,7,5
611,6,7
612,4,0
613,7,3
614,0,5
615,6,8
616,4,4
617,6,7
618,6,1
619,6,2
620,7,5
621,2,9
622,7,5
623,0,6
624,2,7
625,8,5
626,2,9
627,7,8
628,7,8
629,7,3
630,0,6
631,6,9
632,2,7
633,3,0
634,6,7
635,3,5
636,2,7
637,6,1
638,6,1
639,4,0
640,2,7
641,6,9
642,3,2
643,3,3
644,6,7
645,7,3
646,6,2
647,6,4
648,6,1
649,0,6
650,5,2
651,6,7
652,8,5
653,7,5
654,2,7
655,2,4
656,4,0
657,6,2
658,0,6
659,3,3
660,0,6
661,6,4
662,4,0
663,0,4
664,5,2
665,0,6
666,4,0
667,0,0
668,4,0
669,4,0
670,5,3
671,6,1
672,0,6
673,3,2
674,6,2
675,1,3
676,6,1
677,2,4
678,6,1
679,7,5
680,0,4
681,0,6
682,2,4
683,2,7
684,3,2
685,6,8
686,2,7
687,2,9
688,6,2
689,4,0
690,8,5
691,6,1
692,2,4
693,3,2
694,6,8
695,3,3
696,6,2
697,2,4
698,6,1
699,7,5
700,2,4
701,0,6
702,4,0
703,2,7
704,9,9
705,6,8
706,2,4
707,2,9
708,8,8
709,4,0
710,6,1
711,6,1
712,0,0
713,3,2
714,3,2
715,3,3
716,3,2
717,2,4
718,8,4
719,7,5
720,6,8
721,0,6
722,7,5
723,2,7
724,2,7
725,6,8
726,8,8
727,2,9
728,6,7
729,8,4
730,2,7
731,3,3
732,3,2
733,4,0
734,7,8
735,0,6
736,3,8
737,0,6
738,6,1
739,0,6
740,7,8
741,2,9
742,0,4
743,4,0
744,2,9
745,3,0
746,0,4
747,6,1
748,8,5
749,2,4
750,2,7
751,7,5
752,3,3
753,2,7
754,2,4
755,2,9
756,7,8
757,7,5
758,7,8
759,0,6
760,7,3
761,6,8
762,0,6
763,2,9
764,2,9
765,6,1
766,7,8
767,3,3
768,7,5
769,7,8
770,4,6
771,7,5
772,2,9
773,2,7
774,3,2
775,0,5
776,4,0
777,7,8
778,2,5
779,6,1
780,6,1
781,4,0
782,2,9
783,6,1
784,6,8
785,0,6
786,2,7
787,4,0
788,4,9
789,3,3
790,4,0
791,6,8
792,7,8
793,2,9
794,0,6
795,6,7
796,6,8
797,2,4
798,2,7
799,7,5
800,2,9
801,0,2
802,0,6
803,6,7
804,2,4
805,7,5
806,2,9
807,6,2
808,6,3
809,6,1
810,0,6
811,3,3
812,2,9
813,6,2
814,3,2
815,7,5
816,0,6
817,6,8
818,4,0
819,2,7
820,2,7
821,6,1
822,6,9
823,7,8
824,2,7
825,0,0
826,4,9
827,2,9
828,4,4
829,0,6
830,3,2
831,7,8
832,6,5
833,6,1
834,2,4
835,6,1
836,7,5
837,7,5
838,6,1
839,2,7
840,1,3
841,0,6
842,8,4
843,6,3
844,3,2
845,7,5
846,8,6
847,2,4
848,2,4
849,0,0
850,0,4
851,2,4
852,0,6
853,2,7
854,2,2
855,2,4
856,6,3
857,3,3
858,6,8
859,4,0
860,4,0
861,3,3
862,1,2
863,3,2
864,6,9
865,7,8
866,4,2
867,3,3
868,2,7
869,4,0
870,6,1
871,6,1
872,4,0
873,3,2
874,1,3
875,7,3
876,6,8
877,2,4
878,6,3
879,5,5
880,2,7
881,0,6
882,4,4
883,2,7
884,6,7
885,6,8
886,5,5
887,2,9
888,2,7
889,0,0
890,1,3
891,6,1
892,0,6
893,3,2
894,2,4
895,7,3
896,0,4
897,0,4
898,2,7
899,0,5
900,2,9
901,0,6
902,4,9
903,0,0
904,2,7
905,6,1
906,2,4
907,3,2
908,2,7
909,3,3
910,0,6
911,2,7
912,8,5
913,6,8
914,2,4
915,6,5
916,8,5
917,3,2
918,6,7
919,6,1
920,6,1
921,7,5
922,0,6
923,6,8
924,7,5
925,7,8
926,2,4
927,4,0
928,2,7
929,2,9
930,2,9
931,3,2
932,2,9
933,2,7
934,2,7
935,6,8
936,2,7
937,0,4
938,6,2
939,0,6
940,4,9
941,6,1
942,2,7
943,0,0
944,0,6
945,2,4
946,6,2
947,6,5
948,6,7
949,4,0
950,1,7
951,6,1
952,4,0
953,7,3
954,2,7
955,0,6
956,7,5
957,4,0
958,8,6
959,6,1
960,7,5
961,6,1
962,2,7
963,6,8
964,6,5
965,4,0
966,5,3
967,0,4
968,2,7
969,2,7
970,8,5
971,2,7
972,7,8
973,0,6
974,7,9
975,3,3
976,7,8
977,0,6
978,6,1
979,0,0
980,2,9
981,2,7
982,6,1
983,7,3
984,4,0
985,0,5
986,0,6
987,2,4
988,0,4
989,3,2
990,8,4
991,8,4
992,3,3
993,6,1
994,2,7
995,2,7
996,8,6
997,0,0
998,3,3
999,0,6
1000,4,0
1001,2,7
1002,6,1
1003,6,1
1004,2,4
1005,2,9
1006,2,4
1007,7,3
1008,2,4
1009,6,8
1010,3,2
1011,3,2
1012,6,1
1013,6,8
1014,2,7
1015,0,0
1016,7,8
1017,6,1
1018,4,0
1019,2,7
1020,0,6
1021,3,3
1022,2,7
1023,2,7
1024,8,5
1025,6,8
1026,7,8
1027,6,9
1028,4,0
1029,0,0
1030,0,4
1031,6,1
1032,1,5
1033,3,2
1034,3,2
1035,7,3
1036,6,9
1037,0,4
1038,2,9
1039,7,5
1040,4,0
1041,0,6
1042,2,7
1043,2,7
1044,6,1
1045,3,8
1046,4,0
1047,1,2
1048,3,2
1049,4,0
1050,0,4
1051,6,1
1052,6,1
1053,3,2
1054,2,7
1055,5,3
1056,2,9
1057,6,7
1058,6,2
1059,6,8
1060,6,1
1061,2,9
1062,7,5
1063,6,8
1064,4,8
1065,6,1
1066,6,9
1067,3,8
1068,1,3
1069,6,1
1070,0,6
1071,7,5
1072,2,7
1073,0,4
1074,6,2
1075,0,7
1076,4,0
1077,7,3
1078,4,0
1079,6,4
1080,6,1
1081,6,1
1082,2,7
1083,2,9
1084,6,1
1085,6,1
1086,8,8
1087,0,5
1088,6,7
1089,0,5
1090,4,0
1091,0,6
1092,0,6
1093,4,0
1094,2,4
1095,6,1
1096,3,2
1097,3,3
1098,2,4
1099,0,4
1100,0,6
1101,6,8
1102,4,0
1103,2,9
1104,7,5
1105,7,8
1106,6,7
1107,4,0
1108,1,3
1109,1,5
1110,2,4
1111,6,5
1112,2,9
1113,0,6
1114,2,7
1115,6,1
1116,2,9
1117,0,6
1118,6,1
1119,3,3
1120,8,8
1121,3,3
1122,2,9
1123,6,1
1124,3,2
1125,2,7
1126,6,7
1127,2,7
1128,4,0
1129,0,2
1130,1,3
1131,6,1
1132,6,1
1133,6,4
1134,3,2
1135,0,5
1136,0,6
1137,3,0
1138,2,9
1139,0,6
1140,0,2
1141,3,8
1142,2,9
1143,6,2
1144,7,3
1145,3,3
1146,0,6
1147,2,9
1148,6,1
1149,0,4
1150,3,3
1151,7,3
1152,4,0
1153,2,7
1154,2,7
1155,6,1
1156,2,7
1157,2,7
1158,7,3
1159,0,6
1160,0,4
1161,2,9
1162,3,5
1163,0,4
1164,2,4
1165,6,2
1166,2,7
1167,2,9
1168,4,0
1169,2,9
1170,3,8
1171,2,4
1172,4,4
