index,cluster,label
0,4,5
1,7,0
2,5,4
3,2,1
4,5,9
5,3,2
6,5,1
7,3,3
8,2,1
9,5,4
10,1,3
11,0,5
12,4,3
13,0,6
14,5,1
15,2,7
16,3,2
17,3,8
18,9,6
19,2,9
20,5,4
21,7,0
22,2,9
23,2,1
24,0,1
25,3,2
26,5,4
27,1,3
28,1,2
29,2,7
30,4,3
31,3,8
32,9,6
33,2,9
34,8,0
35,0,5
36,9,6
37,0,0
38,2,7
39,0,6
40,2,1
41,4,8
42,2,7
43,2,9
44,4,3
45,2,9
46,4,8
47,4,5
48,4,9
49,1,3
50,4,3
51,7,0
52,2,7
53,5,4
54,2,9
55,6,8
56,8,0
57,2,9
58,5,4
59,5,1
60,5,4
61,5,4
62,0,6
63,3,0
64,5,4
65,0,5
66,0,6
67,2,1
68,8,0
69,8,0
70,4,1
71,2,7
72,2,1
73,0,6
74,4,3
75,3,0
76,4,2
77,2,1
78,1,1
79,2,7
80,8,9
81,8,0
82,3,2
83,0,6
84,2,7
85,3,8
86,4,3
87,2,9
88,8,0
89,5,4
90,9,6
91,2,7
92,5,4
93,0,6
94,2,8
95,8,0
96,2,7
97,3,8
98,4,3
99,2,1
100,5,5
101,2,7
102,5,1
103,2,7
104,5,1
105,5,1
106,9,6
107,3,3
108,8,0
109,9,2
110,5,9
111,3,3
112,5,1
113,9,1
114,8,0
115,5,4
116,2,9
117,3,2
118,8,0
119,7,0
120,2,2
121,7,0
122,3,2
123,2,7
124,2,1
125,4,8
126,9,6
127,0,4
128,5,1
129,0,6
130,4,3
131,5,4
132,1,5
133,2,9
134,5,1
135,3,3
136,4,3
137,1,8
138,4,5
139,5,4
140,2,7
141,2,7
142,5,4
143,3,2
144,4,8
145,0,5
146,3,8
147,9,6
148,2,7
149,4,3
150,5,4
151,0,6
152,1,1
153,2,9
154,2,9
155,0,6
156,7,0
157,3,3
158,2,7
159,3,2
160,4,8
161,3,2
162,5,9
163,5,4
164,5,4
165,9,6
166,5,4
167,2,9
168,2,7
169,8,0
170,2,9
171,3,2
172,2,9
173,0,5
174,2,1
175,4,5
176,2,9
177,1,1
178,7,2
179,3,3
180,1,2
181,3,3
182,4,5
183,2,9
184,5,1
185,2,7
186,9,6
187,3,2
188,8,8
189,3,2
190,3,2
191,4,5
192,8,0
193,2,7
194,5,4
195,2,9
196,2,7
197,3,8
198,4,3
199,3,2
200,5,1
201,2,1
202,3,8
203,3,3
204,9,6
205,9,1
206,7,0
207,3,3
208,1,1
209,8,0
210,8,0
211,5,1
212,2,7
213,3,2
214,2,7
215,3,3
216,8,0
217,5,4
218,9,6
219,4,5
220,3,2
221,0,6
222,5,4
223,2,7
224,2,1
225,3,8
226,2,9
227,2,9
228,4,3
229,8,0
230,2,7
231,5,1
232,8,0
233,3,2
234,7,0
235,3,3
236,4,5
237,5,4
238,9,6
239,4,5
240,5,8
241,9,6
242,3,3
243,2,7
244,4,5
245,3,8
246,7,0
247,2,9
248,5,1
249,8,0
250,4,3
251,5,1
252,3,2
253,3,2
254,4,3
255,3,3
256,0,6
257,5,4
258,2,7
259,3,5
260,7,0
261,0,6
262,0,2
263,2,7
264,5,9
265,3,8
266,4,5
267,2,9
268,2,2
269,9,1
270,9,1
271,5,4
272,5,4
273,3,5
274,0,6
